Id_Pays;annee;Id_Score;valeur_score;rang
44;2017;1;45.00;45
119;2017;1;46.00;46
163;2017;1;47.00;47
68;2017;1;48.00;48
124;2017;1;49.00;49
14;2017;1;50.00;50
71;2017;1;51.00;51
84;2017;1;52.00;52
3;2017;1;53.00;53
79;2017;1;54.00;54
136;2017;1;55.00;55
95;2017;1;56.00;56
123;2017;1;57.00;57
17;2017;1;58.00;58
156;2017;1;59.00;59
73;2017;1;60.00;60
108;2017;1;61.00;61
132;2017;1;62.00;62
117;2017;1;63.00;63
93;2017;1;64.00;64
37;2017;1;65.00;65
45;2017;1;66.00;66
12;2017;1;67.00;67
83;2017;1;68.00;68
155;2017;1;69.00;69
116;2017;1;70.00;70
118;2017;1;71.00;71
128;2017;1;72.00;72
72;2017;1;73.00;73
60;2017;1;74.00;74
70;2017;1;75.00;75
36;2017;1;76.00;76
75;2017;1;77.00;77
30;2017;1;78.00;78
113;2017;1;79.00;79
63;2017;1;80.00;80
164;2017;1;81.00;81
97;2017;1;82.00;82
98;2017;1;83.00;83
9;2017;1;84.00;84
41;2017;1;85.00;85
54;2017;1;86.00;86
80;2017;1;87.00;87
120;2017;1;88.00;88
18;2017;1;89.00;89
58;2017;1;90.00;90
86;2017;1;91.00;91
133;2017;1;92.00;92
165;2017;1;93.00;93
107;2017;1;94.00;94
148;2017;1;95.00;95
16;2017;1;96.00;96
77;2017;1;97.00;97
102;2017;1;98.00;98
96;2017;1;99.00;99
135;2017;1;100.00;100
154;2017;1;101.00;101
114;2017;1;102.00;102
43;2017;1;103.00;103
21;2017;1;104.00;104
129;2017;1;105.00;105
25;2017;1;106.00;106
64;2017;1;107.00;107
2;2017;1;108.00;108
11;2017;1;109.00;109
101;2017;1;110.00;110
74;2017;1;111.00;111
99;2017;1;112.00;112
100;2017;1;113.00;113
127;2017;1;114.00;114
167;2017;1;115.00;115
65;2017;1;116.00;116
49;2017;1;117.00;117
46;2017;1;118.00;118
139;2017;1;119.00;119
6;2017;1;120.00;120
62;2017;1;121.00;121
92;2017;1;122.00;122
33;2017;1;123.00;123
51;2017;1;124.00;124
34;2017;1;125.00;125
90;2017;1;126.00;126
69;2017;1;127.00;127
24;2017;1;128.00;128
140;2017;1;129.00;129
53;2017;1;130.00;130
158;2017;1;131.00;131
157;2017;1;132.00;132
22;2017;1;133.00;133
106;2017;1;134.00;134
88;2017;1;135.00;135
28;2017;1;136.00;136
168;2017;1;137.00;137
81;2017;1;138.00;138
4;2017;1;139.00;139
1;2017;1;140.00;140
19;2017;1;141.00;141
15;2017;1;142.00;142
87;2017;1;143.00;143
57;2017;1;144.00;144
166;2017;1;145.00;145
137;2017;1;146.00;146
82;2017;1;147.00;147
56;2017;1;148.00;148
151;2017;1;149.00;149
125;2017;1;150.00;150
145;2017;1;151.00;151
149;2017;1;152.00;152
23;2017;1;153.00;153
27;2017;1;154.00;154
47;2018;1;1.00;1
111;2018;1;2.00;2
39;2018;1;3.00;3
61;2018;1;4.00;4
144;2018;1;5.00;5
103;2018;1;6.00;6
26;2018;1;7.00;7
104;2018;1;8.00;8
143;2018;1;9.00;9
7;2018;1;10.00;10
160;2018;1;11.00;11
8;2018;1;12.00;12
35;2018;1;13.00;13
66;2018;1;14.00;14
52;2018;1;15.00;15
13;2018;1;16.00;16
85;2018;1;17.00;17
161;2018;1;18.00;18
67;2018;1;19.00;19
159;2018;1;20.00;20
38;2018;1;21.00;21
91;2018;1;22.00;22
48;2018;1;23.00;23
94;2018;1;24.00;24
29;2018;1;25.00;25
146;2018;1;26.00;26
115;2018;1;27.00;27
20;2018;1;28.00;28
5;2018;1;29.00;29
55;2018;1;30.00;30
162;2018;1;31.00;31
122;2018;1;32.00;32
126;2018;1;33.00;33
130;2018;1;34.00;34
89;2018;1;35.00;35
138;2018;1;36.00;36
31;2018;1;37.00;37
152;2018;1;38.00;38
131;2018;1;39.00;39
44;2018;1;40.00;40
105;2018;1;41.00;41
119;2018;1;42.00;42
10;2018;1;43.00;43
163;2018;1;44.00;44
76;2018;1;45.00;45
150;2018;1;46.00;46
68;2018;1;47.00;47
42;2018;1;48.00;48
14;2018;1;49.00;49
84;2018;1;50.00;50
132;2018;1;51.00;51
123;2018;1;52.00;52
79;2018;1;53.00;53
71;2018;1;54.00;54
93;2018;1;55.00;55
70;2018;1;56.00;56
136;2018;1;57.00;57
110;2018;1;58.00;58
124;2018;1;59.00;59
73;2018;1;60.00;60
37;2018;1;61.00;61
17;2018;1;62.00;62
45;2018;1;63.00;63
116;2018;1;64.00;64
117;2018;1;65.00;65
75;2018;1;66.00;66
95;2018;1;67.00;67
156;2018;1;68.00;68
60;2018;1;69.00;69
83;2018;1;70.00;70
118;2018;1;71.00;71
58;2018;1;72.00;72
12;2018;1;73.00;73
155;2018;1;74.00;74
113;2018;1;75.00;75
59;2018;1;76.00;76
120;2018;1;77.00;77
128;2018;1;78.00;78
54;2018;1;79.00;79
80;2018;1;80.00;80
97;2018;1;81.00;81
36;2018;1;82.00;82
41;2018;1;83.00;83
3;2018;1;84.00;84
98;2018;1;85.00;85
30;2018;1;86.00;86
9;2018;1;87.00;87
148;2018;1;88.00;88
86;2018;1;89.00;89
72;2018;1;90.00;90
107;2018;1;91.00;91
77;2018;1;92.00;92
18;2018;1;93.00;93
96;2018;1;94.00;94
165;2018;1;95.00;95
63;2018;1;96.00;96
16;2018;1;97.00;97
133;2018;1;98.00;98
25;2018;1;99.00;99
21;2018;1;100.00;100
102;2018;1;101.00;101
164;2018;1;102.00;102
49;2018;1;103.00;103
114;2018;1;104.00;104
135;2018;1;105.00;105
64;2018;1;106.00;106
69;2018;1;107.00;107
53;2018;1;108.00;108
127;2018;1;109.00;109
78;2018;1;110.00;110
154;2018;1;111.00;111
2;2018;1;112.00;112
129;2018;1;113.00;113
33;2018;1;114.00;114
11;2018;1;115.00;115
139;2018;1;116.00;116
65;2018;1;117.00;117
90;2018;1;118.00;118
101;2018;1;119.00;119
24;2018;1;120.00;120
22;2018;1;121.00;121
43;2018;1;122.00;122
99;2018;1;123.00;123
74;2018;1;124.00;124
167;2018;1;125.00;125
92;2018;1;126.00;126
46;2018;1;127.00;127
51;2018;1;128.00;128
6;2018;1;129.00;129
100;2018;1;130.00;130
28;2018;1;131.00;131
34;2018;1;132.00;132
62;2018;1;133.00;133
106;2018;1;134.00;134
157;2018;1;135.00;135
15;2018;1;136.00;136
140;2018;1;137.00;137
158;2018;1;138.00;138
151;2018;1;139.00;139
56;2018;1;140.00;140
81;2018;1;141.00;141
4;2018;1;142.00;142
87;2018;1;143.00;143
168;2018;1;144.00;144
1;2018;1;145.00;145
19;2018;1;146.00;146
88;2018;1;147.00;147
57;2018;1;148.00;148
82;2018;1;149.00;149
145;2018;1;150.00;150
125;2018;1;151.00;151
166;2018;1;152.00;152
149;2018;1;153.00;153
137;2018;1;154.00;154
27;2018;1;155.00;155
23;2018;1;156.00;156
47;2019;1;1.00;1
39;2019;1;2.00;2
111;2019;1;3.00;3
61;2019;1;4.00;4
103;2019;1;5.00;5
144;2019;1;6.00;6
143;2019;1;7.00;7
104;2019;1;8.00;8
26;2019;1;9.00;9
8;2019;1;10.00;10
7;2019;1;11.00;11
35;2019;1;12.00;12
67;2019;1;13.00;13
85;2019;1;14.00;14
160;2019;1;15.00;15
66;2019;1;16.00;16
52;2019;1;17.00;17
13;2019;1;18.00;18
161;2019;1;19.00;19
38;2019;1;20.00;20
159;2019;1;21.00;21
91;2019;1;22.00;22
94;2019;1;23.00;23
48;2019;1;24.00;24
146;2019;1;25.00;25
29;2019;1;26.00;26
55;2019;1;27.00;27
126;2019;1;28.00;28
122;2019;1;29.00;29
138;2019;1;30.00;30
115;2019;1;31.00;31
20;2019;1;32.00;32
162;2019;1;33.00;33
130;2019;1;34.00;34
44;2019;1;35.00;35
68;2019;1;36.00;36
10;2019;1;37.00;37
131;2019;1;38.00;38
152;2019;1;39.00;39
119;2019;1;40.00;40
163;2019;1;41.00;41
84;2019;1;42.00;42
31;2019;1;43.00;43
132;2019;1;44.00;44
105;2019;1;45.00;45
75;2019;1;46.00;46
5;2019;1;47.00;47
123;2019;1;48.00;48
37;2019;1;49.00;49
42;2019;1;50.00;50
76;2019;1;51.00;51
150;2019;1;52.00;52
79;2019;1;53.00;53
136;2019;1;54.00;54
45;2019;1;55.00;55
70;2019;1;56.00;56
93;2019;1;57.00;57
71;2019;1;58.00;58
58;2019;1;59.00;59
73;2019;1;60.00;60
17;2019;1;61.00;61
60;2019;1;62.00;62
116;2019;1;63.00;63
110;2019;1;64.00;64
117;2019;1;65.00;65
120;2019;1;66.00;66
113;2019;1;67.00;67
124;2019;1;68.00;68
118;2019;1;69.00;69
128;2019;1;70.00;70
95;2019;1;71.00;71
83;2019;1;72.00;72
97;2019;1;73.00;73
148;2019;1;74.00;74
36;2019;1;75.00;75
59;2019;1;76.00;76
41;2019;1;77.00;77
18;2019;1;78.00;78
155;2019;1;79.00;79
89;2019;1;80.00;80
12;2019;1;81.00;81
54;2019;1;82.00;82
96;2019;1;83.00;83
109;2019;1;84.00;84
107;2019;1;85.00;85
77;2019;1;86.00;86
156;2019;1;87.00;87
3;2019;1;88.00;88
98;2019;1;89.00;89
9;2019;1;90.00;90
80;2019;1;91.00;91
63;2019;1;92.00;92
30;2019;1;93.00;93
165;2019;1;94.00;94
16;2019;1;95.00;95
25;2019;1;96.00;96
21;2019;1;97.00;97
53;2019;1;98.00;98
69;2019;1;99.00;99
102;2019;1;100.00;100
72;2019;1;101.00;101
15;2019;1;102.00;102
33;2019;1;103.00;103
49;2019;1;104.00;104
78;2019;1;105.00;105
135;2019;1;106.00;106
2;2019;1;107.00;107
164;2019;1;108.00;108
24;2019;1;109.00;109
114;2019;1;110.00;110
127;2019;1;111.00;111
133;2019;1;112.00;112
101;2019;1;113.00;113
106;2019;1;114.00;114
22;2019;1;115.00;115
6;2019;1;116.00;116
64;2019;1;117.00;117
56;2019;1;118.00;118
51;2019;1;119.00;119
50;2019;1;120.00;120
74;2019;1;121.00;121
92;2019;1;122.00;122
99;2019;1;123.00;123
154;2019;1;124.00;124
11;2019;1;125.00;125
65;2019;1;126.00;126
34;2019;1;127.00;127
90;2019;1;128.00;128
129;2019;1;129.00;129
139;2019;1;130.00;130
100;2019;1;131.00;131
28;2019;1;132.00;132
158;2019;1;133.00;133
46;2019;1;134.00;134
142;2019;1;135.00;135
157;2019;1;136.00;136
43;2019;1;137.00;137
167;2019;1;138.00;138
151;2019;1;139.00;139
62;2019;1;140.00;140
82;2019;1;141.00;141
32;2019;1;142.00;142
87;2019;1;143.00;143
81;2019;1;144.00;144
23;2019;1;145.00;145
168;2019;1;146.00;146
57;2019;1;147.00;147
19;2019;1;148.00;148
145;2019;1;149.00;149
88;2019;1;150.00;150
166;2019;1;151.00;151
125;2019;1;152.00;152
149;2019;1;153.00;153
1;2019;1;154.00;154
27;2019;1;155.00;155
137;2019;1;156.00;156
144;2015;2;7.59;1
61;2015;2;7.56;2
39;2015;2;7.53;3
111;2015;2;7.52;4
26;2015;2;7.43;5
47;2015;2;7.41;6
103;2015;2;7.38;7
143;2015;2;7.36;8
104;2015;2;7.29;9
7;2015;2;7.28;10
67;2015;2;7.28;11
35;2015;2;7.23;12
8;2015;2;7.20;13
94;2015;2;7.19;14
161;2015;2;7.12;15
20;2015;2;6.98;16
85;2015;2;6.95;17
66;2015;2;6.94;18
13;2015;2;6.94;19
159;2015;2;6.90;20
160;2015;2;6.87;21
112;2015;2;6.85;22
164;2015;2;6.81;23
130;2015;2;6.80;24
115;2015;2;6.79;25
52;2015;2;6.75;26
29;2015;2;6.67;27
122;2015;2;6.61;28
48;2015;2;6.58;29
5;2015;2;6.57;30
38;2015;2;6.51;31
162;2015;2;6.49;32
31;2015;2;6.48;33
150;2015;2;6.46;34
126;2015;2;6.41;35
138;2015;2;6.33;36
91;2015;2;6.30;37
146;2015;2;6.30;38
76;2015;2;6.30;39
141;2015;2;6.27;40
153;2015;2;6.17;41
44;2015;2;6.13;42
55;2015;2;6.12;43
163;2015;2;6.00;44
131;2015;2;6.00;45
71;2015;2;5.99;46
136;2015;2;5.98;47
42;2015;2;5.98;48
10;2015;2;5.96;49
68;2015;2;5.95;50
17;2015;2;5.89;51
95;2015;2;5.89;52
116;2015;2;5.88;53
73;2015;2;5.86;54
132;2015;2;5.85;55
84;2015;2;5.83;56
105;2015;2;5.83;57
117;2015;2;5.82;58
12;2015;2;5.81;59
119;2015;2;5.79;60
89;2015;2;5.77;61
36;2015;2;5.76;62
83;2015;2;5.75;63
124;2015;2;5.72;64
70;2015;2;5.71;65
108;2015;2;5.70;66
37;2015;2;5.69;67
3;2015;2;5.61;68
75;2015;2;5.59;69
156;2015;2;5.55;70
93;2015;2;5.48;71
59;2015;2;5.47;72
45;2015;2;5.43;73
63;2015;2;5.40;74
165;2015;2;5.36;75
155;2015;2;5.33;76
77;2015;2;5.29;77
107;2015;2;5.27;78
16;2015;2;5.25;79
9;2015;2;5.21;80
113;2015;2;5.19;81
72;2015;2;5.19;82
97;2015;2;5.19;82
30;2015;2;5.14;84
167;2015;2;5.13;85
123;2015;2;5.12;86
128;2015;2;5.12;87
120;2015;2;5.10;88
79;2015;2;5.10;89
118;2015;2;5.07;90
134;2015;2;5.06;91
98;2015;2;5.01;92
86;2015;2;5.01;93
99;2015;2;4.97;94
2;2015;2;4.96;95
18;2015;2;4.95;96
81;2015;2;4.90;97
41;2015;2;4.89;98
78;2015;2;4.88;99
96;2015;2;4.87;100
142;2015;2;4.87;101
54;2015;2;4.86;102
80;2015;2;4.84;103
60;2015;2;4.80;104
58;2015;2;4.79;105
148;2015;2;4.79;106
154;2015;2;4.74;107
114;2015;2;4.72;108
11;2015;2;4.69;109
64;2015;2;4.69;110
158;2015;2;4.68;111
65;2015;2;4.68;112
135;2015;2;4.64;113
53;2015;2;4.63;114
168;2015;2;4.61;115
82;2015;2;4.57;116
62;2015;2;4.57;117
140;2015;2;4.55;118
57;2015;2;4.52;119
34;2015;2;4.52;120
102;2015;2;4.51;121
46;2015;2;4.51;122
129;2015;2;4.51;123
92;2015;2;4.44;124
74;2015;2;4.42;125
40;2015;2;4.37;126
6;2015;2;4.35;127
19;2015;2;4.33;128
100;2015;2;4.31;129
51;2015;2;4.30;130
88;2015;2;4.29;131
139;2015;2;4.27;132
25;2015;2;4.25;133
21;2015;2;4.22;134
43;2015;2;4.19;135
166;2015;2;4.08;136
4;2015;2;4.03;137
90;2015;2;4.00;138
33;2015;2;3.99;139
32;2015;2;3.96;140
157;2015;2;3.93;141
127;2015;2;3.90;142
49;2015;2;3.90;143
106;2015;2;3.85;144
24;2015;2;3.82;145
149;2015;2;3.78;146
87;2015;2;3.68;147
27;2015;2;3.68;148
28;2015;2;3.67;149
56;2015;2;3.66;150
69;2015;2;3.66;151
22;2015;2;3.59;152
1;2015;2;3.58;153
125;2015;2;3.47;154
15;2015;2;3.34;155
145;2015;2;3.01;156
23;2015;2;2.91;157
151;2015;2;2.84;158
39;2016;2;7.53;1
144;2016;2;7.51;2
61;2016;2;7.50;3
111;2016;2;7.50;4
47;2016;2;7.41;5
26;2016;2;7.40;6
103;2016;2;7.34;7
104;2016;2;7.33;8
7;2016;2;7.31;9
143;2016;2;7.29;10
67;2016;2;7.27;11
8;2016;2;7.12;12
161;2016;2;7.10;13
35;2016;2;7.09;14
121;2016;2;7.04;15
52;2016;2;6.99;16
20;2016;2;6.95;17
13;2016;2;6.93;18
66;2016;2;6.91;19
85;2016;2;6.87;20
94;2016;2;6.78;21
130;2016;2;6.74;22
160;2016;2;6.73;23
29;2016;2;6.71;24
115;2016;2;6.70;25
5;2016;2;6.65;26
38;2016;2;6.60;27
159;2016;2;6.57;28
162;2016;2;6.55;29
91;2016;2;6.49;30
31;2016;2;6.48;31
48;2016;2;6.48;32
150;2016;2;6.47;33
146;2016;2;6.38;34
126;2016;2;6.38;34
122;2016;2;6.38;36
138;2016;2;6.36;37
3;2016;2;6.36;38
55;2016;2;6.32;39
141;2016;2;6.27;40
76;2016;2;6.24;41
10;2016;2;6.22;42
153;2016;2;6.17;43
164;2016;2;6.08;44
131;2016;2;6.08;45
44;2016;2;6.07;46
89;2016;2;6.01;47
105;2016;2;5.99;48
163;2016;2;5.99;49
68;2016;2;5.98;50
42;2016;2;5.98;51
14;2016;2;5.96;52
71;2016;2;5.92;53
73;2016;2;5.92;54
95;2016;2;5.90;55
124;2016;2;5.86;56
119;2016;2;5.84;57
136;2016;2;5.84;57
17;2016;2;5.82;59
84;2016;2;5.81;60
12;2016;2;5.80;61
108;2016;2;5.77;62
132;2016;2;5.77;63
117;2016;2;5.74;64
156;2016;2;5.66;65
93;2016;2;5.65;66
83;2016;2;5.62;67
79;2016;2;5.56;68
37;2016;2;5.55;69
116;2016;2;5.54;70
123;2016;2;5.53;71
45;2016;2;5.52;72
70;2016;2;5.51;73
36;2016;2;5.49;74
59;2016;2;5.46;75
133;2016;2;5.44;76
75;2016;2;5.40;77
155;2016;2;5.39;78
63;2016;2;5.31;79
72;2016;2;5.30;80
9;2016;2;5.29;81
118;2016;2;5.28;82
30;2016;2;5.25;83
16;2016;2;5.20;84
77;2016;2;5.19;85
128;2016;2;5.18;86
18;2016;2;5.16;87
97;2016;2;5.16;88
41;2016;2;5.16;89
98;2016;2;5.15;90
60;2016;2;5.15;91
113;2016;2;5.13;92
80;2016;2;5.13;93
120;2016;2;5.12;94
86;2016;2;5.12;95
165;2016;2;5.06;96
134;2016;2;5.06;97
154;2016;2;5.05;98
54;2016;2;5.03;99
148;2016;2;5.00;100
96;2016;2;4.91;101
78;2016;2;4.88;102
107;2016;2;4.88;103
58;2016;2;4.87;104
64;2016;2;4.81;105
167;2016;2;4.80;106
102;2016;2;4.79;107
114;2016;2;4.75;108
2;2016;2;4.66;109
11;2016;2;4.64;110
129;2016;2;4.64;111
65;2016;2;4.58;112
101;2016;2;4.57;113
25;2016;2;4.51;114
46;2016;2;4.51;115
135;2016;2;4.46;116
139;2016;2;4.42;117
62;2016;2;4.40;118
100;2016;2;4.40;119
43;2016;2;4.36;120
6;2016;2;4.36;121
74;2016;2;4.36;122
158;2016;2;4.32;123
53;2016;2;4.28;124
34;2016;2;4.27;125
51;2016;2;4.25;126
33;2016;2;4.24;127
127;2016;2;4.22;128
21;2016;2;4.22;129
92;2016;2;4.20;130
168;2016;2;4.19;131
88;2016;2;4.16;132
140;2016;2;4.14;133
49;2016;2;4.12;134
